,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink,VADER score
1017,22/10/2019 17:09,7,9,"US Market Close: Dow Jones -39pts or -0.14% S&P500 -8pts or -0.3% Nasdaq -58pts or -0.7% #Gold +0.2% to US$1,490.10/oz #Oil +0.2% to US$54.21/bl #ironore +1% or 95 cents to US$86.00/t US 10yr Note 1.76% down 3bps SPI -2pts #AUDUSD $0.6860 #ausbiz",,,#Gold #Oil #ironore #AUDUSD #ausbiz,"1,18674E+18",https://twitter.com/CommSec/status/1186736247894446080,0.0
1018,22/10/2019 05:09,10,15,Anglo American raises its production forecast this year for the Minas-Rio mine in Brazil https:// bloom.bg/2BtMdLr,,,,"1,18656E+18",https://twitter.com/business/status/1186555164456636416,0.0
1020,27/10/2019 11:32,8,14,#Zioc #China Huge demand for #IronOre 6.9Bnt untapped reserve 68Fe% @Zanaga_ Iron_Ore https://www. scmp.com/economy/china- economy/article/3033564/china-doubles-value-infrastructure-project-approvals-stave …,,@Zanaga_,#Zioc #China #IronOre,"1,18846E+18",https://twitter.com/bluejug2001/status/1188463590405222400,0.2023
1021,25/10/2019 23:07,0,2,"Perth classed today as aregional"" City. You just gotta laugh at these idiots who try to change the meaning of ""regional""to suit Visa requirements instead of changing the Visa regulations. It proves one thing that the FED Govt in Canberra treat us simply as an iron ore cash cow""",,,,"1,18791E+18",https://twitter.com/pftravers77/status/1187913613819830276,0.743
1022,24/10/2019 15:08,1,4,Had a mention on Wall Street https:// finance.yahoo.com/news/were-hope ful-zanaga-iron-ore-130724947.html …,,,,"1,18743E+18",https://twitter.com/Brett69280804/status/1187430752058777606,0.0
1023,22/10/2019 16:33,3,9,"With 30mins left in the US: Dow Jones +45pts or +0.17% S&P500 -5pts or -0.2% Nasdaq -39pts or -0.5% #Gold +0.1% to US$1,490.10/oz #Oil +1.7% to US$54.21/bl #ironore +1% or 95 cents to US$86.00/t US 10yr Note 1.77% down 3bps SPI +1pts #AUDUSD $0.6860 #ausbiz",,,#Gold #Oil #ironore #AUDUSD #ausbiz,"1,18673E+18",https://twitter.com/CommSec/status/1186727342825033729,0.0
1025,22/10/2019 15:30,1,2,The price of iron ore futures in China extended gains for a third session on Tuesday on renewed Vale supply worries #ironore http:// bit.ly/2o7bKqw,,,#ironore,"1,18671E+18",https://twitter.com/FinancialReview/status/1186711316817252352,-0.1027
1026,22/10/2019 13:09,0,1,Iron Ore from Chagai put on SALE http:// finperial.finance.blog/2019/10/22/iro n-ore-from-chagai-put-on-sale/ … pic.twitter.com/7Ib4GSuhUG,,,,"1,18668E+18",https://twitter.com/finperial/status/1186676076854075394,0.0
1027,22/10/2019 04:40,11,44,Kumba Iron Ore ’s production report for Q3 of 2019 is out. Total production remains on track to meet the full year guidance as announced in Kumba's 2019 interim results on 23 July 2019. Read more here: https:// bit.ly/33RTEbq #AngloAmericanReporting pic.twitter.com/3zj6aP9JG8,,,#AngloAmericanReporting,"1,18655E+18",https://twitter.com/AngloAmericanZA/status/1186547859098918914,0.0
1028,22/10/2019 03:06,9,34,- Production up 4% vs Q3 2018 - Iron ore and met coal up We have released our Q3 2019 production report. Learn more: http:// bit.ly/AAQ32019 #AngloAmericanReporting pic.twitter.com/gQpmDsuQe1,,,#AngloAmericanReporting,"1,18652E+18",https://twitter.com/AngloAmerican/status/1186524268928081920,0.0
1029,21/10/2019 16:30,0,13,"What's up? Iron ore , that's what's up. pic.twitter.com/qP7ruyRiI4",,,,"1,18636E+18",https://twitter.com/BlackwellBoyce/status/1186364178736537600,0.0
1030,21/10/2019 09:00,10,13,"Mitsubishi sells Australian iron ore , rail project to Sinosteel https:// reut.rs/2pDuQ87 pic.twitter.com/FptPdJ0cXx",,,,"1,18625E+18",https://twitter.com/ReutersBiz/status/1186250927059210240,0.0
1031,21/10/2019 00:15,10,48,iron ore ... sketchy pic.twitter.com/0Rk8EfIfP7,,,,"1,18612E+18",https://twitter.com/Callum_Thomas/status/1186118762828685314,0.0
1032,20/10/2019 23:09,4,14,Iron Ore in a downtrend pic.twitter.com/kjy2W9mLh3,,,,"1,1861E+18",https://twitter.com/Laurenttrader/status/1186102267620970496,0.0
1033,19/10/2019 21:00,10,17,"China’s iron ore imports rose for a third straight month in September to a 20-month high of 99.36mt up 4.8% on August, fueled by firm demand at steel mills and stable shipments from big miners. 9M19 imports were down 2.4% to 784mt http:// ow.ly/4Bz930pIBR3",,,,"1,18571E+18",https://twitter.com/AmberMining/status/1185707237836316674,0.3818
1035,27/10/2019 11:08,5,15,Truth is here the next ##ZIOC RNS is likely to be a suspension one JV or buyout deal has to be happening in the background now as recent big buys suggest #ZANAGA is like a ticking bomb ready to explode #China #Ironore #Simandou #Nfx #Eua #Prem #Vast https:// twitter.com/zioc_2018/stat us/1188438825674203136 …,,,# #ZIOC #ZANAGA #China #Ironore #Simandou #Nfx #Eua #Prem #Vast,"1,18846E+18",https://twitter.com/Victori88509192/status/1188457553753268224,0.4767
1036,27/10/2019 10:08,3,6,https://www. scmp.com/economy/china- economy/article/3033564/china-doubles-value-infrastructure-project-approvals-stave … Iron Ore demand unstoppable -,,,,"1,18844E+18",https://twitter.com/iron_northwest/status/1188442449913372672,-0.3182
1038,27/10/2019 03:43,99,136,"Japan has no iron ore or Coal, imports both..Japan is the 2nd largest steel exporter in the world. Japan has 2 companies in the top 10 steel manufacturing companies ranking. Japan accounted for 105m metric tonnes of global steel production. Japan has made $15bn in 2019 form steel https:// twitter.com/FinPlanKaluAja 1/status/1187450079914758144 … pic.twitter.com/PJHOndlNCH",,,,"1,18835E+18",https://twitter.com/fimiletoks/status/1188345337154543616,-0.1027
1040,26/10/2019 06:33,28,40,Please ask him. The beneficiation plants in Itakpe has lines for both concentrate and super concentrates and we produced both. I'm surprised how they come here with fraudulent claims like they know everything. Import iron ore ? What a daft tweet!,,,,"1,18803E+18",https://twitter.com/badru75/status/1188025849091706880,0.7959
1041,25/10/2019 23:24,0,5,"ight cheap tier list for everyone i follow (i dont have pfps so i have to do it in text) S: Ice Block A: End portal block, Command block B: C: D: Emerald Ore F: ThatPhantomPro",,,,"1,18792E+18",https://twitter.com/Ironore14/status/1187917823596732416,-0.8225
1042,25/10/2019 20:13,2,4,Iron ore makes it 4 gains in 4 days. MBIOI-62 +0.7% to $87.98. Lower grades once again outperformed. Dalian futures rallied +2.2% to ¥641 o/n. pic.twitter.com/3GVZoLZfmk,,,,"1,18787E+18",https://twitter.com/Scutty/status/1187869720457830400,0.0516
1043,25/10/2019 12:04,12,393,In Sandton this evening to host the Anglo American Kumba Iron Ore - 2019 Applaud Awards Gala Dinner. pic.twitter.com/RtfxLBzFyf,,,,"1,18775E+18",https://twitter.com/ProVerbMusic/status/1187746814335836161,0.7184
1044,25/10/2019 09:16,0,1,.....but Nigeria does not lack Iron Ore pic.twitter.com/HlQXwx2suA,,,,"1,1877E+18",https://twitter.com/FinPlanKaluAja1/status/1187704407158218752,0.2411
1046,25/10/2019 06:30,8,4,#EmergingBalochistan The estimated reserves of all coalfields are 196 million tonnes. Iron ore reserves are estimated at about 273 million tones. So for thirty sites of zinc-lead mineralizations have been located in the Lasbela/Khuzdar districts.,,,#EmergingBalochistan,"1,18766E+18",https://twitter.com/KhanShahzadzai/status/1187662669781852160,0.0
1048,21/10/2019 03:46,0,1,Odisha Govt invites bid for 9 blocks of iron ore and Managanese minerals pic.twitter.com/FHPDKmjynC,,,,"1,18617E+18",https://twitter.com/priyadarshi108/status/1186171858745360384,-0.2263
1049,19/10/2019 05:53,30,24,#SesaGoaIronOre is proud to recieve State Award for Voluntary Blood Donation. #Awardwinning #NationalVoluntaryBloodDonationDay #BloodDonation #Vedanta @drharshvardhan @visrane @DrPramodPSawant @NACOINDIA pic.twitter.com/Ss4oFXLIRD,,@drharshvardhan @visrane @DrPramodPSawant @NACOINDIA,#SesaGoaIronOre #Awardwinning #NationalVoluntaryBloodDonationDay #BloodDonation #Vedanta,"1,18548E+18",https://twitter.com/SesaGoaIronOre/status/1185479021024309249,0.765
1052,24/10/2019 02:43,2,5,Australia's Fortescue bumps up free cash flow on premium #IronOre https:// reut.rs/32E5xBs,,,#IronOre,"1,18724E+18",https://twitter.com/BaseMetals/status/1187243245971136513,0.5106
1060,22/10/2019 15:05,6,23,Wonder if we see more of the same tomorrow. Lovely big buy at close. Glad I topped up today. Something coming. I’m sure of it. #zioc #zanaga #ironore #china #mining pic.twitter.com/FwEjh2ZcHW,,,#zioc #zanaga #ironore #china #mining,"1,18671E+18",https://twitter.com/ZIOC_2018/status/1186705271017607169,0.8442
1061,22/10/2019 05:45,5,3,Anglo American raises its production forecast this year for the Minas-Rio mine in Brazil https:// bloom.bg/2MCeLZx,,,,"1,18656E+18",https://twitter.com/BBGAfrica/status/1186564224149053440,0.0
1062,22/10/2019 00:50,0,5,"Whyalla is located on the east coast of the Eyre Peninsula in SA. Known as the Steel City"" due to the steelworks & shipbuilding heritage, the port has also been a major exporter of iron ore since 1903. See our crew aboard the tugboat Tarpan, ready to assist safely & efficiently. pic.twitter.com/DiN48nLYl4""",,,,"1,18649E+18",https://twitter.com/svitzerau/status/1186489979892948992,0.8176
1064,21/10/2019 04:36,5,4,China eyes Oakajee revival on strong iron ore prices https:// smallcaps.com.au/china-eyes-oak ajee-revival-strong-iron-ore-prices/ … #ironore #ASX #mining,,,#ironore #ASX #mining,"1,18618E+18",https://twitter.com/SmallCapsASX/status/1186184590605484032,0.5106
1065,18/10/2019 18:23,0,3,"Why are the richest people in Australia in mining ? Royalties are way too low for iron ore and gas . All commodities ( iron ore , gas, forestry etc) they belong to all Australians EVERYBODY and we all should have a share.",,,,"1,18531E+18",https://twitter.com/MAILH0T/status/1185305503447994368,0.5423
1066,23/10/2019 21:47,0,2,Everything has its limit – iron ore cannot be educated into gold. Either Capitalism and the beneficiary of Socialism!!!!,,,,"1,18717E+18",https://twitter.com/SarwanKaka/status/1187168600169369605,0.6449
1067,23/10/2019 17:22,6,13,"Think about it Australia. High level of inequality, high dependence on iron ore /coal, loss of trust in political class. Not just Chile 2/2",,,,"1,1871E+18",https://twitter.com/ChristineMilne/status/1187101976611262464,0.25
1069,22/10/2019 17:41,1,10,"Make a total sense, EPP low cost start-up, being held back for a reason.... #zanaga @Zanaga_ Iron_Ore #zioc https:// twitter.com/ZIOC_2018/stat us/1186726568095309824 …",,@Zanaga_,#zanaga #zioc,"1,18674E+18",https://twitter.com/Rafaley/status/1186744434735636480,-0.2732
1070,22/10/2019 09:27,2,6,#zioc #zanaga #china #mining #ironore Gotta love the positivity. Is something brewing pic.twitter.com/mt6vQp75Xm,,,#zioc #zanaga #china #mining #ironore,"1,18662E+18",https://twitter.com/ZIOC_2018/status/1186620032547205120,0.8176
1073,21/10/2019 16:55,1,3,Chinese iron ore port inventories +0.9% to 131.1mt last week. Now at the highest level since mid-May (Steelhome). pic.twitter.com/mMopwYU5aQ,,,,"1,18637E+18",https://twitter.com/Scutty/status/1186370422704492544,0.0
1074,21/10/2019 08:44,1,17,pic.twitter.com/71PXhcWSGx,,,,"1,18625E+18",https://twitter.com/Ironore14/status/1186246925441536002,0.0
1077,21/10/2019 03:09,24,20,"When You Have Fun, Than You're More Interested In Learning. Value added business_ Met Coke Division conducts #5S #awareness session followed by Treasure Hunt game. #SesaGoaIronOre #Vedanta #Skills @VedantaLimited #excellence pic.twitter.com/LnAKk4h2BP",,@VedantaLimited,#5S #awareness #SesaGoaIronOre #Vedanta #Skills #excellence,"1,18616E+18",https://twitter.com/SesaGoaIronOre/status/1186162532748156928,0.8718
1079,20/10/2019 05:20,0,2,I keep seeing ads for mining companies. These companies don’t have a product you can buy. No shmuck sitting on the couch on Sunday night wants to suddenly purchase iron ore from Rio Tinto cause of some TV ad. I don’t even think you can do that. It’s literally just propaganda,,,,"1,18583E+18",https://twitter.com/halfspite/status/1185833149743259648,-0.4939
1081,18/10/2019 12:30,0,5,★ MOST VIEWED ★ #RNS ( #AIM : #ZIOC ) Zanaga Iron Ore : Holding(s) in Company (148 views) [ http:// bit.ly/32r2s7F ] pic.twitter.com/Ti5lIXATa4,,,#RNS #AIM #ZIOC,"1,18522E+18",https://twitter.com/aimrns/status/1185216468880896000,0.0
1082,18/10/2019 01:14,17,28,Fortescue signs up to Alinta plans to use #solar to power huge iron ore mines http:// ow.ly/54dw50wOfdK,,,#solar,"1,18505E+18",https://twitter.com/renew_economy/status/1185046369280708610,0.3182
1083,17/10/2019 09:56,46,53,'Attracting' a #sustainable tomorrow as we dedicate our efforts to reclaim the Sanquelim #iron ore mine to fuel an enduring value for #India 's continuous growth. #DeshKiZarooratonKeLiye @SesaGoaIronOre @makeinindia pic.twitter.com/5WiSTwCeGv,,@SesaGoaIronOre @makeinindia,#sustainable #iron #India #DeshKiZarooratonKeLiye,"1,18482E+18",https://twitter.com/VedantaLimited/status/1184815363604672513,0.6124
1084,16/10/2019 05:51,21,42,"But the facts show iron ore export volumes were at least 50% lower than they are today. By the way, the AUD was party ++ not under 70 cents - try redoing the calculation in AUD terms",,,,"1,18439E+18",https://twitter.com/TheKouk/status/1184391471694172160,0.1901
1085,16/10/2019 05:38,17,82,"Even with iron ore prices that were more than double what they’re today, @SwannyQLD failed to deliver a surplus. Now his understudy & the co-architect of Labor’s $387b of higher taxes @JEChalmers looks for every opportunity to recklessly talk down the economy & put jobs at risk! pic.twitter.com/9qrbH6uR50",,@SwannyQLD @JEChalmers,,"1,18439E+18",https://twitter.com/JoshFrydenberg/status/1184388165152337922,-0.4389
1086,15/10/2019 23:29,20,46,"Despite the ongoing attempts by the pessimistic ALP to reduce confidence in the Australian economy, Rio Tinto’s flagship iron ore business in Western Australia bounced back in the third quarter, reporting a 10% increase in production. ⁦ @Kate3015 ⁩ https://www. ft.com/content/18109b 42-efa6-11e9-ad1e-4367d8281195 …",,@Kate3015,,"1,1843E+18",https://twitter.com/Sgt_Patterson/status/1184295283804397569,0.5423
1087,15/10/2019 17:57,14,36,"This morning, iron ore is US$92 a tonne: Over $A135. Amazing resilience and a money machine for the economy at anything above US$60",,,,"1,18421E+18",https://twitter.com/TheKouk/status/1184211613122908160,0.5859
1088,15/10/2019 08:43,16,41,Most of these rust proof pillars stand tall even today as mute witnesses and proof of the fact that ancient India had honed its iron and steel making industry where there was iron ore .,,,,"1,18407E+18",https://twitter.com/Bharathgyan/status/1184072415468380162,0.0
1089,15/10/2019 07:30,36,85,"The community of Roebourne in WA that Twiggy often refers to when justifying such extreme financial management of gov payments, would be a lot less needy if he didn’t withhold millions in mining royalties owed to Yindjibarndi people for his Solomon iron ore mine.... cont",,,,"1,18405E+18",https://twitter.com/LindaDHoward/status/1184053955992551424,-0.2748
1090,15/10/2019 06:22,36,81,"The manufacturing recession is also evident in commodities. Oil continues to slide despite geopolitical concerns, copper remains weak and iron ore fading. pic.twitter.com/YDLUE70QB2",,,,"1,18404E+18",https://twitter.com/dlacalle_IA/status/1184036823162601472,-0.6908
1091,14/10/2019 10:36,23,64,"The mineral contribution to the $12 billion milestone will be contributed as follows: $4 billion gold $3 billion platinum $1 billion chrome, iron ore & carbon steel $1 billion diamonds $1 billion Coal and hydro carbons $0.5 billion lithium $1.5 billion other minerals pic.twitter.com/mlVWybF9gO",,,,"1,18374E+18",https://twitter.com/InfoMinZW/status/1183738234381185025,0.0
1092,14/10/2019 01:46,21,42,China September iron ore imports surge to 20-month high on firm demand https://www. reuters.com/article/us-chi na-economy-trade-ironore-idUSKBN1WT07K?utm_campaign=trueAnthem%3A+Trending+Content&utm_content=5da3fd7651538300014090eb&utm_medium=trueAnthem&utm_source=twitter … pic.twitter.com/N4HwcnJltv,,,,"1,1836E+18",https://twitter.com/Reuters/status/1183604853945360385,-0.128
1094,12/10/2019 10:42,36,59,"I think it’s accurate to say Kogi is heartland of Nigeria’s solid minerals riches. It is to solid minerals what Akwa Ibom is to crude oil: Limestone, gypsum, iron ore , dolomite, granite, coal, clay, marble, etc. This rail line runs thru Kogi, & will connect it to a Deep Sea Port",,,,"1,18301E+18",https://twitter.com/toluogunlesi/status/1183014961204879360,0.2263
1095,10/10/2019 23:22,778,2121,"Iron ore production in Minnesota is key for U.S. steel production. Before the Trump Administration, MN’s iron ore industry suffered due to unfair foreign trade & steel dumping. Because of President Trump, MN’s iron ore production has INCREASED.",,,,"1,18248E+18",https://twitter.com/GOP/status/1182481659628789760,-0.6972
1096,10/10/2019 19:21,2070,8293,"Americans are winning in Minnesota! Unemployment down to 3.3% Nearly 55,000 jobs added since election Investment pouring into Minnesota’s iron ore operations https:// twitter.com/WhiteHouse/sta tus/1182410279122067457 …",,,,"1,18242E+18",https://twitter.com/PressSec/status/1182420796481904642,0.2003
1097,10/10/2019 06:31,16,43,"One clarification: It is not “the” oligarchs but one oligarch, Kolomoisky, who is celebrating his luck by fighting other more decent Ukrainian businessmen on four fronts: airlines, banking, electricity & iron ore . All wait: Will Z stand up or not? https:// twitter.com/maxseddon/stat us/1182209710340087808 …",,,,"1,18223E+18",https://twitter.com/anders_aslund/status/1182227020488548352,0.7783
1098,09/10/2019 18:58,44,219,Wow! Zhenya fans at a 630 m deep iron ore mine #EvgeniaMedvedeva #GoZhenya https://www. instagram.com/p/B3ZXMQrI16o/ pic.twitter.com/5jg6xFQvSD,,,#EvgeniaMedvedeva #GoZhenya,"1,18205E+18",https://twitter.com/MedvedevaNation/status/1182052738617749506,0.6239
1099,09/10/2019 07:33,91,422,"My Manganese and Iron Ore seams of my company in Postmasburg, The Remainder of Farm 445, Northern Cape and the possible listing on JSE and other international stock exchanges begins with this rich resources. God does answer pic.twitter.com/wWIhFhzen3",,,,"1,18188E+18",https://twitter.com/BrianNyezi/status/1181880425322549250,0.7469
1101,01/10/2019 14:51,101,123,When the Law Itself Hinders Business:”It is not just delay but erroneous application of the law that results in undermining business. An example of both delay and judicial error resulting in massive economic harm is the cessation of iron ore mining in Goa” https:// economictimes.indiatimes.com/blogs/et-edito rials/when-the-law-itself-hinders-business/ …,,,,"1,17909E+18",https://twitter.com/amitabhk87/status/1179091540422971392,-0.9235
1102,01/10/2019 13:30,24,90,NMDC to regain iron ore mine in Donimalai as Govt amends MMRD Act https://www. thehindubusinessline.com/companies/nmdc -to-regain-iron-ore-mine-in-donimalai-as-govt-amends-mmrd-act/article29566072.ece …,,,,"1,17907E+18",https://twitter.com/baijendra/status/1179071124031692800,0.0
1103,01/10/2019 08:06,22,62,"In another recent order, @SAILsteel has been allowed to offload in a year up to a quantity equivalent to maximum 25% of total iron ore production in the previous year. We are committed to ensuring raw material securitization for the Indian steel industry.",,@SAILsteel,,"1,17899E+18",https://twitter.com/dpradhanbjp/status/1178989556156096512,0.5267
1104,01/10/2019 06:10,19,92,"Libs waffle on about how good they are at managing the economy, truth is it’s all a charade based on record low rates, iron ore , population growth & housing. Libs also say they are going to reduce debt (never do) & hypercritically want the young to take debt on. No vision, joke.",,,,"1,17896E+18",https://twitter.com/psimpsonmorgan/status/1178960392808062977,0.4588
1106,29/09/2019 17:42,28,42,The world’s top iron ore exporter cut its outlook for global steel demand https:// bloom.bg/2nMzcJ1,,,,"1,17841E+18",https://twitter.com/business/status/1178409627643461632,-0.2023
1107,27/09/2019 09:04,16,45,"Vale, the world's largest iron ore miner, plans to supply high grade iron ore pellet feed & pellets to meet rising demand. Zanaga strategy aligned, and will produce an even higher quality product at 66-68.5% iron #ZIOC #zanaga #ironore #Congo #China #steel https://www. argusmedia.com/en/news/198438 7-vale-to-sell-iocj-as-iron-ore-pellet-feed …",,,#ZIOC #zanaga #ironore #Congo #China #steel,"1,17755E+18",https://twitter.com/Zanaga_Iron_Ore/status/1177554537428787204,-0.128
1108,27/09/2019 06:12,114,384,"Sindh Environment Protection Agecy has sealed an illegal factory making iron ore by mixing of coal, iron chip & husk in Karachi. The factory with heavy blowers was emitting hazardous smoke which causes damage to environment & human-health seriously. Good job SEPA pic.twitter.com/0NT1dxn9ht",,,,"1,17751E+18",https://twitter.com/murtazawahab1/status/1177511206388518912,-0.6808
1109,27/09/2019 04:30,10,21,Great call from @Barchart .!! Zanaga Iron Ore Co. @Zanaga_ Iron_Ore sat on one of the largest iron ore deposits in the World. Current Price = 11.74p. #ZIOC pic.twitter.com/2BN0UCeKey,,@Barchart @Zanaga_,#ZIOC,"1,17749E+18",https://twitter.com/StephenPKendal/status/1177485610635841538,0.6892
1110,25/09/2019 11:24,74,104,"Changing ownership of mines without a reason is unheard of. It'll be catastrophic if supply of 70 Mt. of iron ore is disrupted, lakhs of jobs will be lost. Successfully running a mine involves yrs of hard-work, investments in infrastructure, tech., logistics & social development. https:// twitter.com/ETIndustryNews /status/1176759046105382913 …",,,,"1,17686E+18",https://twitter.com/AnilAgarwal_Ved/status/1176864988880920576,-0.3182
1111,25/09/2019 07:48,237,1073,"We import coal and iron ore , despite the huge deposits we have. Iron ore is used to produce Iron, which is then used to produce Steel. Steel is used to produce Automobiles pic.twitter.com/9pExYdMahd",,,,"1,17681E+18",https://twitter.com/DONJAZZY/status/1176810675294937089,-0.2411
1112,24/09/2019 20:05,2166,3005,"Greta a windmill is made of 260 tons of steel that required 300 tons of iron ore & 170 tons of coking coal, all mined transported & produced by hydrocarbons. A windmill could spin until it falls apart (as this 1 does) &never generates as much energy as was invested in building it pic.twitter.com/6LNAyTXcJd",,,,"1,17663E+18",https://twitter.com/GregNorberg/status/1176633758700560385,0.2732
1113,23/09/2019 09:09,18,70,Why was Gina Reinhart at the White House dinner? Our ambassador for iron ore ? #qanda,,,#qanda,"1,17611E+18",https://twitter.com/FlickReynolds/status/1176106349106618368,0.0
1114,23/09/2019 06:00,15,23,"Did you know, every tonne of recycled steel saves: 1.5 tonnes of iron ore 0.5 tonnes of coal 70% of the energy 40% of the water 75% of CO2 emissions 0.97 tonnes of CO2 #recycleweek pic.twitter.com/EuslVDKjHd",,,#recycleweek,"1,17606E+18",https://twitter.com/BMRA_UK/status/1176058808122171392,0.2732
1115,22/09/2019 08:31,24,50,Now that we are past the Northern Summer and the world gets back to work the outlook for #copper just keeps on getting better. All time record shorts on the CoT and real tightness in the copper cons market says copper will soon be following #ironore on its way to new AT highs pic.twitter.com/x7DlwjciIM,,,#copper #ironore,"1,17573E+18",https://twitter.com/DawesPoints/status/1175734450669252608,0.4404
1116,22/09/2019 00:02,44,141,The Iron Whore...sorry.. iron ore ...rapidly became the centre-piece of the night...everyone deliberately oblivious to the fact that every cent she has was stolen from the Indigenous Australians...,,,,"1,17561E+18",https://twitter.com/LennaLeprena/status/1175606243261444096,-0.4939
1117,21/09/2019 07:46,44,151,"Reviewed the performance of @nmdclimited , one of the largest mining companies of India in the presence of Shri @kishanreddybjp and senior officials of @SteelMinIndia . Instructed #NMDC to focus on increasing iron ore production and maximising productivity and profitability. pic.twitter.com/r4XsOSFY0s",,@nmdclimited @kishanreddybjp @SteelMinIndia,#NMDC,"1,17536E+18",https://twitter.com/dpradhanbjp/status/1175360593043152896,0.2732
1118,21/09/2019 05:01,8,32,After a year’s wait the Centre agrees to increasing cap of iron ore holdings in Odisha. Move to allow resumption of auctions and @TataSteelLtd ‘s participation in these http://www. ecoti.in/vXqgxZ91 via @economictimes,,@TataSteelLtd @economictimes,,"1,17532E+18",https://twitter.com/meeramohanty/status/1175319062328438785,0.4019
1119,19/09/2019 09:47,14,30,PolyMet on hold. DNR failed to adequately consider the massive failure of a tailings basin dam at an iron ore mine in Brazil that shares design characteristics with the dam PolyMet plans to build to store mine waste. https://www. mprnews.org/story/2019/09/ 18/court-suspends-two-key-polymet-permits … more via @dankraker,,@dankraker,,"1,17467E+18",https://twitter.com/publicmic/status/1174666219682770944,-0.802
1120,19/09/2019 03:57,25,46,#China ’s #IronOre futures extend loss to 4.6% Singapore iron ore futures fell below $90 pic.twitter.com/MV6DFvE3tE,,,#China #IronOre,"1,17458E+18",https://twitter.com/YuanTalks/status/1174578270135734272,-0.1531
1121,19/09/2019 01:22,15,40,#auspol @JoshFrydenberg @MathiasCormann Sooo 5.3% unemployed and you know it’s coming.. global recession is just around the corner.. fat lot of good the iron ore price will be then! But hey.. you can always put the boot in a bit more..,,@JoshFrydenberg @MathiasCormann,#auspol,"1,17454E+18",https://twitter.com/kim_b_best/status/1174539243802116096,0.088
1122,17/09/2019 08:38,19,85,". @SAILsteel allowed to offload 25% of iron ore production, Union Minister @dpradhanbjp calls it an important step towards ensuring raw material security for the Indian steel industry Details here: https:// pib.gov.in/PressReleasePa ge.aspx?PRID=1585300#…",,@SAILsteel @dpradhanbjp,#,"1,17392E+18",https://twitter.com/PIB_India/status/1173924282755252224,0.6486
1123,17/09/2019 00:30,2,2,Wow... Was für eine tolle Übung war Ironore 2019. Vier Ehrenamtliche aus dem Kreisverband waren mit dabei und haben spannende Erfahrungen mit nach Hause genommen! #brk #drk #unseremissionmenschenhelfen #ironore2019 #landroverdefender pic.twitter.com/EBmso7p6M1,,,#brk #drk #unseremissionmenschenhelfen #ironore2019 #landroverdefender,"1,1738E+18",https://twitter.com/StraubingBrk/status/1173801267560407042,-0.636
1124,16/09/2019 21:03,43,129,Everything has its limit - iron ore cannot be educated into gold.,,,,"1,17375E+18",https://twitter.com/TheMarkTwain/status/1173749164997513217,0.0
1125,16/09/2019 15:56,310,581,"Nigeria exports iron ore , it is processed and sold to us 4x the price at $3.3bn annually. After persuasion from Govt , two local banks decided in July to sponsor this $600m, 5million metric tons steel plant. Construction has begun to complete in December 2020 and reduce import. pic.twitter.com/nE50Q5DQiI",,,,"1,17367E+18",https://twitter.com/OvieAli/status/1173672048033456134,0.0
1126,16/09/2019 12:07,259,942,"Governor Nasir Ahmad @elrufai is on a site visit to the African Natural Resources & Mines $600 million integrated iron ore mining processing & steel production company situated at Gujeni, Kagarko LGA, Kaduna State. pic.twitter.com/5K44MbM1dj",,@elrufai,,"1,17361E+18",https://twitter.com/GovKaduna/status/1173614395710201856,0.3612
1127,16/09/2019 11:05,45,104,Government of India has given permission to sell 70 million tonnes of sub grade minerals in the captive mines of SAIL. This would enable @SAILsteel to lead the way in ensuring availability of iron ore in the years up ahead for the steel sector. Thank you @MinesMinIndia,,@SAILsteel @MinesMinIndia,,"1,1736E+18",https://twitter.com/SteelMinIndia/status/1173598825929265153,0.5574
1128,16/09/2019 11:04,55,162,Government of India has taken a decisive step in assuring the supply of iron ore for India’s steel sector by allowing SAIL to sell 25% of its total mineral production in a year. We thank the @MinesMinIndia for this initiative.,,@MinesMinIndia,,"1,1736E+18",https://twitter.com/SteelMinIndia/status/1173598598719688704,0.7184
1129,15/09/2019 10:16,74,86,"Saranda is Asia's finest,largest sal forest:ature's #cathedral ,a university for foresters, #tiger & #elephant habitat, watershed of #rivers but all that humans see is the iron ore underneath. to raze this #forest is a crime. #SaveSaranda #ClimateBreakdown https://www. downtoearth.org.in/news/mining/ce ntre-may-open-43-000-ha-of-jharkhand-s-saranda-forest-for-mining-66569?fbclid=IwAR1ksvp2CH9UjuXC9JkwxSr2XCOnaEyA54nfzZWJJAUK5imviRwWD0nT1QY …",,,#cathedral #tiger #elephant #rivers #forest #SaveSaranda #ClimateBreakdown,"1,17322E+18",https://twitter.com/prernabindra/status/1173224050388135936,-0.6956
1130,14/09/2019 18:33,53,104,"Enugu- Coal, Iron ore , beautiful topography(tourism),agriculture, Ebonyi- Limestone, salt, rice, agriculture, Anambra- Business, natural gas Imo- Oil, Entertainment Abia- Industrial/creative hub, Oil, Lead. Etc These are the potentials in S.E that our Govts are sleeping on.",,,,"1,17299E+18",https://twitter.com/Ifechideere/status/1172986658297454593,0.8481
