,date,retweets,favorites,text,VADER score
869,2019-02-10 03:36:00,1,4,They have been forecasting doom and gloom for iron ore as long as I can remember -always wrong. Iron Ore will remain strong for decades - Iron ore 's party days all but over https://www. miningnews.net/barry-fitzgera ld/opinion/1372701/iron-ore%E2%80%99s-party-days-all-but-over?utm_source=10%2F02%2F19-02%3A03%3A10-941+-+Discovery+to+lead+to+next+leg+of+Evolution+value+creation+Westgold%27s+Newton+to+leave%2C+Cook+to+transition+Fitzy+on+iron+ore+%E2%80%98Extremely+strong+interest%E2%80%99+in+Clean+TeQ+process+%E2%80%98Greta+Thunberg+Scenario%E2%80%99+equates+to+%2420%2C000%2Ft+copper&utm_medium=email&utm_campaign=10%2F02%2F19-02%3A03%3A10-941+-+Discovery+to+lead+to+next+leg+of+Evolution+value+creation%3B+Westgold%27s+Newton+to+leave%2C+Cook+to+transition%3B+Fitzy+on+iron+ore%3B+%E2%80%98Extremely+strong+interest%E2%80%99+in+Clean+TeQ+process%3B+%E2%80%98Greta+Thunberg+Scenario%E2%80%99+equates+to+%2420%2C000%2Ft+copper&utm_term=Discovery+to+lead+to+next+leg+of+Evolution+value+creation+Westgold%27s+Newton+to+leave%2C+Cook+to+transition+Fitzy+on+iron+ore+%E2%80%98Extremely+strong+interest%E2%80%99+in+Clean+TeQ+process+%E2%80%98Greta+Thunberg+Scenario%E2%80%99+equates+to+%2420%2C000%2Ft+copper&utm_content=31087&gator_td=khzeIXPPZCLdjWDpXe1tlwszxpVG6jrRR%2FVXz80akBwrsm8mwOES6LNQ5GXUIZo54GVcZvo2gkpkMeJ7FITBVK0SG%2BWfzfmhGwDaEhGkiR7t2tQHArVFugXoB4m3OXtSPtXudGr8HM43nHBidN31N%2FhiRQbeNVQuWvC7k0J67KJsRYet7O4tQRaS1xYPydqyEzLJMf6M1hQ%2BNUs0iJMwumU6K3XjSfh2ezaqyckBcqa5srGKlDNcw1zTnYIOjAhOqnQqUwgis24Yh8jhq8cciiU91itjvTxGXsCiXzSHe2Y%2BXYipP%2FbNHSj1bwZGlUNviqM61PoK328yKfyGiA%2FLquWVJzeUJ7tXN9S9K8D%2BAb9uogC%2BEgM9V05ukiAWdi3nXfv%2FEvEFsAXvvF%2BjtpZbbDZl3luWwXRL3FRANh0F2AH67HUC0YO9gC%2BXsaVJg76K5qrO4bd4FYNfNB7FwriRUQ%3D%3D#.XZRE19PlC4I.twitter …,-0.29600000000000004
877,2019-02-10 02:35:00,0,2,"An exhilarating train journey across the Sahara. Since 1963, Mauritania’s 2km-long Train du Desert has carried iron ore and brave passengers 704km across the Sahara Desert. http://www. bbc.com/travel/story/2 0190904-an-exhilarating-train-journey-across-the-sahara?ocid=ww.social.link.twitter … via @BBC_Travel",0.7269
881,2019-02-10 01:40:00,0,1,Brazil’s iron ore rebound disappoints https://www. macrobusiness.com.au/2019/10/brazil s-iron-ore-rebound-disappoints/ …,-0.3818
884,2019-02-10 00:13:00,1,2,"Evraz, In 2008, co-owned by Alexander #Abramov , said in a statement it had closed the acquisition of a 51.4 percent stake in Cyprus-registered #Palmrose Ltd, which owns steel, iron ore and coke assets in Ukraine. https://www. reuters.com/article/evraz- ukraine/steel-maker-evraz-closes-first-stage-of-ukraine-deal-idUSL1428663320080414 …",0.1779
924,2019-01-10 15:17:00,0,1,Yup... price gouge the Chinese and nothing but good will happen... they probably couldn’t keep up with the price of steel & China making it so much cheaper. They also get their Iron ore from Australia which is cheaper than iron ore in North America. https:// twitter.com/mentalpausal/s tatus/1179097167652425731 …,-0.4782
926,2019-01-10 14:51:00,100,123,When the Law Itself Hinders Business:”It is not just delay but erroneous application of the law that results in undermining business. An example of both delay and judicial error resulting in massive economic harm is the cessation of iron ore mining in Goa” https:// economictimes.indiatimes.com/blogs/et-edito rials/when-the-law-itself-hinders-business/ …,-0.9235
930,2019-01-10 14:04:00,2,1,"#ArcelorMittal is considering the divestment of some of its #ironore operations in #Canada , #Brazil and Liberia amid efforts to reduce debt by selling its noncore assets, the Canadian unit alone could be valued at ~$2b http:// ow.ly/fc5E30pCxbQ",0.0258
932,2019-01-10 13:58:00,2,4,"Iron ore export earnings forecast to reach $81 billion in 2019–20, driven by elevated prices and growing export volumes. http:// industry.gov.au/req @economist_chief",0.2023
941,2019-01-10 12:23:00,12,19,"After a fantastic 2018, the steel industry has been struggling this year. Margins have even turned negative in recent months as steelmakers are battling with falling demand in a weak macro environment. pic.twitter.com/q9Ym2dmBeG",-0.8402
943,2019-01-10 11:58:00,0,1,Pradhan said that the recent amendments in mining rules by the Centre is an important step towards ensuring raw material security for domestic steel industry as the lease of 31 working iron ore mines is set to expire in March next year. https://www. financialexpress.com/economy/amendm ents-in-mining-rules-to-ensure-raw-material-security-dharmendra-pradhan/1723661/ …,0.6486
948,2019-01-10 11:04:00,1,2,Rio Tinto cancels plans to sell or take public its Canadian iron ore unit http:// bit.ly/2mUEeU2 #MINING .COM,-0.2263
955,2019-01-10 09:51:00,0,1,"I think what is required is patience. You know, when Iron ore price crashed in 2016, there was talks of Sishen Kumba Iron closing down. Share dropped to R24! Now? Close to R400",0.3595
956,2019-01-10 09:44:00,0,1,"It's mid 2020, Iron Ore has fallen to $40, construction has screeched to a halt. Where do we go from there as our 2 saviours are gone?",-0.3612
964,2019-01-10 08:41:00,7,7,"#climate Trump and GOP want #Arctic to melt - for future great-power competition, with the ultimate prize being an extraordinary trove of valuable resources, including oil, natural gas, uranium, zinc, iron ore , gold, diamonds, and rare earth minerals. https:// cleantechnica.com/2019/09/30/a-f ormula-for-catastrophe-in-the-arctic/ …",0.8481
966,2019-01-10 08:33:00,2,2,"Market view on #TTMobile : #ES_F and #NQ_F are up. #FESX , #FTSE and #TOPIX are down. #ZB_F , #Bunds and #Gilts are lower. #JGB are higher. #DX_F , #crude , #gold , #silver , #ironore , #bitcoin , and #cocoa are up. #Natgas , #corn , #wheat , #soybeans , #copper , and #zinc are down. pic.twitter.com/gok4UotUNj",-0.29600000000000004
968,2019-01-10 08:18:00,19,26,CONGRATULATIONS!!! Value Added Business Wins 2 Green Triangle Society Safety Awards. #SesaGoaIronOre #Vedanta #safety #Health @drharshvardhan @DrPramodPSawant @NavnathVhatte @VedantaLimited @AnilAgarwal_Ved @NavinAgarwal_V pic.twitter.com/x5k588v0Vo,0.9546
969,2019-01-10 08:18:00,0,1,Happy Birthday China.. sorry thick head @ScottMorrisonMP has been ragging our biggest trade partner.. if you like Brazil has excellent iron ore & Ukraine & Columbia nice dirty coal.. give them a go & make our PM look like a real dick!,0.8398
971,2019-01-10 08:06:00,23,62,"In another recent order, @SAILsteel has been allowed to offload in a year up to a quantity equivalent to maximum 25% of total iron ore production in the previous year. We are committed to ensuring raw material securitization for the Indian steel industry.",0.5267
978,2019-01-10 07:22:00,0,3,lol - what a shit show - wait for the iron ore price to sink - Indonesians will be visiting Noosa pic.twitter.com/K3dGNd2rmF,-0.2023
980,2019-01-10 07:06:00,3,5,"I am 59 years old today, i have nothing to show that I have achieved anything, I have nothing for my children to inherit from me. i have crude oil, iron ore , Limestone and so many mineral resources given by my father.. #October1st #NigeriaAt59 #IndependenceDay",-0.5719
985,2019-01-10 06:10:00,19,93,"Libs waffle on about how good they are at managing the economy, truth is it’s all a charade based on record low rates, iron ore , population growth & housing. Libs also say they are going to reduce debt (never do) & hypercritically want the young to take debt on. No vision, joke.",0.4588
990,2019-01-10 05:39:00,1,1,"Mr Themba Mkhwanazi, CEO Kumba Iron Ore acknowledges the launch as the declaration of the intent of the achievement of Zero Harm by the Mining industry. This is to ensure that every mine worker is returning from work unharmed every day #MHSC #ZeroHarm pic.twitter.com/fbypjAeEQw",-0.2263
992,2019-01-10 05:31:00,5,21,"As part of annual Reward & Recognition Program, on the occasion of OMC’s 64th #AnnualDay , Gandhamardan Iron Ore Mines, South Kaliapani Chromite Mines and Daitari Iron Ore Mines bagged the Best SDF Award for best practices & collective endeavor towards #SustainableMining . pic.twitter.com/LdXCGvxLTs",0.9485
217,2019-07-11 09:31:00,1,1,"#Fortescue has submitted a bid to develop two blocks at the Simandou #ironore deposit in #Guinea saying it is interested in global opportunities in iron ore and other commodities which align with our strategy and expertise” http:// ow.ly/uyrp30pGhHN""",0.5267
222,2019-07-11 09:31:00,3,4,"“The enormous wealth generated by iron ore , coal, oil & gas masks & probably contributes to, an economy that has failed to develop the industries needed to sustain its position among the top ranks of the developed world..Aust sells almost nothing...that requires a degree to make” https:// twitter.com/claudia980980/ status/1181387672721358853 …",0.1779
224,2019-07-11 09:31:00,0,1,"What?! Pretty damning numbers. Although now an analyst I spoke to recently describing AU as a “hunk of iron ore ”, makes sense. Need more Atlassians/Canvas etc... Australia is rich, dumb and getting dumber. https://www. afr.com/policy/economy /australia-is-rich-dumb-and-getting-dumber-20191007-p52y8i …",-0.1759
226,2019-07-11 09:31:00,4,5,"@ScottMorrisonMP We have established that the Chinese communist party are a direct threat to Australia, why are we allowing a known enemy to export our iron ore , at facilities like sino, allowing them to build tanks, ships & aeroplanes to further their imperialistic endeavors? https:// twitter.com/HudsonInstitut e/status/1047849142117158919 …",-0.4019
229,2019-07-11 09:31:00,1,2,"Fortescue in race for massive West African iron ore project: Fortescue Metals Group has submitted a bid to be the developer of blocks one and two of the giant Simandou iron ore project in Guinea, West Africa. Australian Mining. https://www. australianmining.com.au/news/fortescue -in-race-for-massive-west-african-iron-ore-project/?utm_source=dlvr.it&utm_medium=twitter …",-0.2263
233,2019-07-11 09:31:00,13,23,If you have got a spare minute today.. check out the sino iron ore facility in Cape Preston WA.. 100 percent owned by the Chinese communist party. Google map it.. check out the port and airfield (YCPR) built nearby.. this is one of many facilities owned by the CCP in WA..,0.4019
235,2019-07-11 09:31:00,6,8,"Harvard's Kennedy School Centre for International Development shows that wealth generated by iron ore , coal, oil and gas masks, and probably contributes to Australia's failure to develop the industries needed to sustain its position in the developed world: http:// atlas.cid.harvard.edu /",-0.0258
241,2019-07-11 09:31:00,0,1,Isn’t it crazy we have some of the best engineers all the iron ore steel anything really to build what ever we want but we send or get foreign countries companies to do the work costing taxpayers billions and no extra jobs for our people BUT WHY can someone tell me please,0.29600000000000004
242,2019-07-11 09:31:00,2,2,"#Fortescue (ASX: $ FMG ) has submitted a bid to develop blocks 1 & 2 at the Simandou #ironore deposit in Guinea, adjoining blocks already owned by a Rio Tinto JV. The deposit is a major source of high-grade ore, critical for lowering steel-mill emissions http:// ow.ly/fANo50wF2bR",-0.7269
245,2019-07-11 09:31:00,0,3,#DryBulkMarket : Chinese Iron #Imports a Bright Sign #drybulk #ironore #coal #shipping #China #SouthKorea https://www. hellenicshippingnews.com/dry-bulk-marke t-chinese-iron-imports-a-bright-sign/ … pic.twitter.com/WW7SCIF7eg,0.4404
248,2019-07-11 09:31:00,1,2,"China’s hunger for commodities, &nbsp;like grains and iron ore from Brazil, seems endless, and shipping them halfway around the globe is a task that demands sophisticated infrastructure and enormous investment. https:// america.cgtn.com/2019/10/07/chi nese-funded-port-expansion-in-brazil-to-benefit-both-countries …",0.3818
251,2019-07-11 09:31:00,22,90,"#SierraLeone has cancelled the mining license of the iron ore miner, SL Mining. Mines minister Foday Rado Yokie told me it’s due to the company’s “noncompliance with their mining agreement”. The company denies the allegations saying it’s shocked & surprised by the decision.",-0.6369
254,2019-07-11 09:31:00,4,10,"In shades of the castle  I dug a hole"" The enormous wealth generated by iron ore , coal, oil & gas masks, ... contributes to, an economy that has failed to develop the industries needed to sustain its position among the top ranks of the developed world. https://www. afr.com/policy/economy /australia-is-rich-dumb-and-getting-dumber-20191007-p52y8i …""",0.1779
255,2019-07-11 09:31:00,0,2,There plans to allow us to mine for salt and iron ore ?,0.2263
256,2019-07-11 09:31:00,5,15,"#Shipping #Quarterly #earlybird #special : #DryBulk demand growth far above forecast in 3Q19. Expect negative impact from #coal in 4Q19, offset by increases in #ironore $ GOGL $ SBLK $ GNK $ DSX $ SB $ SALT $ EGLE $ GLBK pic.twitter.com/Mo87lvV3rn",-0.3818
257,2019-07-11 09:31:00,0,1,Aaaaaand I’ve unlocked hell. pic.twitter.com/R1lfVotiBK,-0.6808
260,2019-07-11 09:31:00,1,2,"Market view on TT: #ES_F , #NQ_F and #RTS fell. #FESX , #FTSE and #NK_F rose. #ZB_F and #Bunds are lower. #Brent , #WTI , #gasoil , #copper , #ironore , #bitcoin , #BCH , #ETH , #DX_F , #CAD and #OJ are up. #Natgas , #gold , #silver , #AUD , #sugar , #coffee and #cocoa are down. pic.twitter.com/sR5wkln7mj",-0.29600000000000004
266,2019-07-11 09:31:00,5,14,"Good Morning, US market Close: Dow Jones -95pts or -0.36% S&P 500 -13pts or -0.45% Nasdaq -26pts or -0.33% #Gold -1% to US$1497/oz #Oil +0.21% to US$52.92/bl #ironore unch at US$93.90/t 10y treasury yield 1.55% up 4bps SPI +24pts or +0.4% #ausbiz",0.5719
267,2019-07-11 09:31:00,0,1,Wait what they give free fixes? How do I get one,0.5106
268,2019-07-11 09:31:00,1,3,"Fortescue has submitted a bid to develop two blocks at the Simandou #iron ore deposit in Guinea saying it is interested in global opportunities in iron ore and other commodities which align with our strategy and expertise” http:// ow.ly/uyrp30pGhHN""",0.5267
371,2019-06-11 09:31:00,0,1,Somebody dm me something I’m bored,-0.2732
373,2019-06-11 09:31:00,0,1,Goa must look at only re-auctioning a few large older mines to start with .. but consider reassessment of iron ore resources with a thorough exploration .. and then recarve the assets for a sustainable development .. Goa has atleast 5 B Tons of remaining iron ore potential,0.5267
374,2019-06-11 09:31:00,0,1,It’s not very funny,-0.3865
377,2019-06-11 09:31:00,0,1,"MAX Plant manufacture 2 types of Control Room, one is prefabricated panel walls and the other is full steel construction. Both control rooms offer the level of comfort that the operator needs. #MAXPlant #YourProjectPartner #ironore #mining #mineralprocessing #heavyequipment pic.twitter.com/olpnwNZuKl",0.3612
385,2019-06-11 09:31:00,2,2,"A delightful snippet @TheGurkha , wonderful article: https:// bit.ly/2Mnvpgz  #Manjaro feels like driving a go-kart you’ve built yourself. #Ubuntu feels like a big, comfy, well-stocked RV."" - "" #Arch feels like smelting your own iron ore to make the materials to make the go-kart.""""",0.9325
387,2019-06-11 09:31:00,1,5,Does nobody wonder what this does to our trade and relations with China Brazil’s iron ore comes back on market soon ... good by surplus #auspol why has media not asked implications of having a member of spitting goverment pissing of China like this @abc730,0.4019
388,2019-06-11 09:31:00,3,7,"Relocating plants to the coast, with stricter environmental requirements, means up to 20% of China’s more-than-a-billion-tonne annual ore demand will shift from lower- to higher-grade ores within coming years @ReutersCommods #ironore #steel #Commodities https://www. reuters.com/article/us-chi na-ironore-analysis-idUSKCN1VA0CX … pic.twitter.com/XKMiGWo7zN",-0.4019
394,2019-06-11 09:31:00,0,1,"Apparently there is only 1 country that trades only under WTO rules: Mauritania. It’s GDP is $4,714m (0.2% of the UK’s), 50% of its exports are Iron Ore , and up to 17% of the population still live in slavery. Sounds like just the kind of country Leavers want the UK to become.",-0.4588
550,2019-04-11 09:31:00,0,1,Death to end portal IM SORRY END PORTAL BLOCK THATS LEGIT WHAT CAME UP ON MY KEYBOARD,-0.8613
556,2019-04-11 09:31:00,1,36,"With a load of iron ore , 26,000 tons more than the Edmund Fitzgerald weighed empty.",-0.2023
557,2019-04-11 09:31:00,0,2,Just like that! Poof! Gone!,0.5229
560,2019-04-11 09:31:00,0,2,Yep copy Oz .....now where in the UK to open the first iron ore port for export to China?,0.29600000000000004
562,2019-04-11 09:31:00,1,4,Eurozone shares +0.9% (-2.5% wk) US shares +1.4% (-0.3% wk) as US jobs report calmed recession fears but with Powell comments left Fed on track to ease US 10 yr yld flat at 1.53% Oil +0.7% to $52.8(-5.5% wk) Gold flat Iron ore -0.1% ASX futures +0.8% $ A 0.6765 as $ US index -0.1% pic.twitter.com/jLUcdwuFhh,0.5346
563,2019-04-11 09:31:00,0,1,"So many choices! You’ll have to see who’d convince you most, right? They tried to talk me into buying Mercury because it has so much iron ore . They said it’ll make me very rich!",0.7563
564,2019-04-11 09:31:00,5103,17894,"Hi, Australian trade guy here. Our country is 14,000km from Europe and overwhelmingly exports iron ore , coal and gold, mostly to Asia. Unless ya'll have a secret desert full of minerals and a plan to tow yourselves to just under South East Asia, our model won't work for you. https:// twitter.com/darrengrimes_/ status/1180165166136221696 …",-0.128
570,2019-04-11 09:31:00,7,9,We could have endless cheap power and we have endless iron ore and bauxite.We could produce high quality steel and aluminium.what we lack is leadership.We keep tearing down any real leaders.Australians need to confront the real world where survival is for the strong.,0.0772
575,2019-04-11 09:31:00,0,3,"Brilliant - a poll that offers the Respondents the opportunity to trade on 'WTO' rules. Only one country trades solely on WTO rules Mauritania - GDP is $4,714million (0.2% of UK’s), 50% of its exports are Iron Ore , between 1% - 17% of population live in slavery FFS. #AbsoluteTosh",-0.5766
577,2019-04-11 09:31:00,0,1,"Darren last time I checked Australias main physical exports were Iron Ore , Coal, Gas, Gold, Aluminium Ore, Wheat, Beef & Crude Oil. With Travel & Education making up the top 10. So not remotely like the UK economy. But hey you continue with your bullshit comparison if you like.",-0.8978
580,2019-04-11 09:31:00,1,1,"SCOOP @saliou_samb - Australia's Fortescue and consortium SMB-Winning are the last miners in the running for Guinea's #Simandou iron ore deposit (blocks 1 & 2), sources tell Reuters https:// af.reuters.com/article/commod itiesNews/idAFL5N26P4TJ … 1/5",0.3254
583,2019-04-11 09:31:00,0,4,More akin to accusing iron ore producers of killling people with the guns made from the steel that gets used in guns,-0.2415
588,2019-04-11 09:31:00,1,1,"Market view on TT: #ES_F , #NQ_F , #FESX , #FTSE and #TOPIX are higher. #ZB_F and #Gilts were up. #JGB slipped. #Brent , #WTI , #gas , #natgas , #gasoil , #copper , #bitcoin , #ethereum , #FLEX and #MXN are higher. #Gold , #silver , #ironore , #DX_F , #coffee and #cocoa are lower. pic.twitter.com/L9X8AMTbC4",-0.29600000000000004
592,2019-04-11 09:31:00,0,1,"the same goes for coal, wind and sun. it’s also as silly as saying we should build battleships because we have lots of iron ore .",-0.1027
681,2019-03-11 09:31:00,2,6,"Imagine this response: China notes Australia's changing approach to trade As a responsive partner, we will begin to source coal, iron ore & agricultural products from other suppliers so that Australia can pursue its own course as their Prime Minister has stated"" #auspol""",0.3612
684,2019-03-11 09:31:00,1,1,"“around 40 percent steel is being made from recyclable steel, which is less polluting and more sustainable than mining iron ore . In a nutshell, recycling is urban mining with great opportunities for entrepreneurs” #VedPrakash or #GretaThunberg ? https:// twitter.com/alok_bhatt/sta tus/1179933259272077312 …",0.7717
685,2019-03-11 09:31:00,0,1,"Rio Tinto is moving into China's port market for #iron ore, with sales in the segment gaining significance amid changes in steelmaker raw material procurement strategies. It will begin a trial sale of its products at the Port of Rizhao http:// ow.ly/wQ4k30pES2W",0.5994
689,2019-03-11 09:31:00,1,2,"Iron ore price drop slows national trade surplus: Australia has recorded a drop in its monthly trade surplus to $5.9 billion, a figure which is attributed to the fall in iron ore prices throughout August. Australian Mining. https://www. australianmining.com.au/news/iron-ore- price-drop-slows-national-trade-surplus/?utm_source=dlvr.it&utm_medium=twitter … pic.twitter.com/RWFgg7e4Z3",-0.4939
690,2019-03-11 09:31:00,4,17,$ ADN undervalued market leader indeed as we heard it yesterday. All these other copycats now coming too announcing kaolin. Sounds like the #gold & #lithium iron ore rally whereby some companies try their luck with whats tending $ KDR $ FMG won & $ ADN is next. We will MAKE IT #ASX,0.8481
693,2019-03-11 09:31:00,1,8,"Prices at 2 yr low similar to iron ore in 2014-2015. Mines with high operating costs will close over the next few yrs, leaving those with good cost controls to remain in business and capitalize on #lithium boom! https:// twitter.com/gassin123Chart s/status/1179897533838942208 …",0.2714
695,2019-03-11 09:31:00,0,2,Looks like iron ore,0.3612
700,2019-03-11 09:31:00,1,4,The expensive steel for the trains that are made in Ballarat comes from us. Via China who value-added the iron ore and coal we sell at bargain basement prices.,0.2023
701,2019-03-11 09:31:00,4,225,"I mean you’ve already taken a picture with it, so it has fulfilled its purpose.",0.4703
702,2019-03-11 09:31:00,1,8,"It’s a human nature to be inclined to what is valid and upright. But we should also grasp that some are humans only in form but not in mind. At some point, you need to cease inculcating them to virtues. After all, everything has its limit— iron ore cannot be educated into gold",0.5023
707,2019-03-11 09:31:00,0,5,if you wouldn’t jump at the chance to be reincarnated as a lump of iron ore destined to become a key component in comrade pavlichenko’s mosin-nagant rifle and thereby defeat fascism in the great patriotic war then why are you even following me,-0.2023
708,2019-03-11 09:31:00,1,18,"Some of the main bears when prices were way lower have turned into bulls just as a gigantic and completely foreseeable construction bust begins with an already weak economy and as China devalues it’s currency, already sending coal and iron ore down 20% in just 2 months. pic.twitter.com/EN5q3jyobd",-0.6249
710,2019-03-11 09:31:00,24,92,Iron Ore Polnareff for @Mulletburd who is amazing and keeps donating?? what the heck??? Thank you! pic.twitter.com/REGbnOb3fl,0.8202
711,2019-03-11 09:31:00,8,15,US market close: Dow Jones +122pts or +0.47% S&P 500 +23pts or +0.8% Nasdaq +87pts or +1.1% #Gold +0.25% to US$1511/oz #Oil -0.63% to US$52.31/bl #ironore unch at US$93.90/t 10y treasury yield 1.239 down 5bps SPI +33pts or +0.5% AUDUSD $0.6740 #ausbiz,0.2023
712,2019-03-11 09:31:00,0,1,Good morning. Spot Iron Ore - China Import (Fines 62% Fe) unchanged at US$93.90/t (CFR Tianjin port) #ironore,0.4404
713,2019-03-11 09:31:00,3,3,"Market view on TT: #ES_F , #NQ_F , #FESX and #TOPIX are higher. #ZB_F , #CGB , #Bunds and #JGB rose. #Brent , #crude , #silver , #copper , #palladium , #bitcoin , #ethereum , #DX_F and #CAD are lower. #Gold , #ironore , #FLEX , #EUR , #JPY , #GBP , #MXN , #coffee , #cocoa and #lumber are higher. pic.twitter.com/u5moa1mlz3",-0.29600000000000004
717,2019-03-11 09:31:00,1,1,No Iron ore maybe~ @uniinnsbruck,-0.29600000000000004
805,2019-02-11 09:31:00,0,1,"exports were 3pc 'weaker' in Aug-19 at $41bn due to iron ore , coal, & gold; in context though, A$ iron ore export values have really ripped higher since May-19 #ausbiz pic.twitter.com/AUbQVlx3l9",0.4019
808,2019-02-11 09:31:00,1,6,"#China ’s imports of major commodities, including #ironore and #coal , appeared to have again shown resilience in September, challenging the prevailing narrative that China is weakening http:// ow.ly/bnSv30pEer8",-0.1779
815,2019-02-11 09:31:00,2,8,Trade surplus dips a little to a still very solid $5.9b (drop in iron ore prices/gold). Exports of beef record $1b - a sign of producers turning off more stock because of the drought.,0.2247
827,2019-02-11 09:31:00,2,7,Eurozone shares -3% US shares -1.8% heading back to Aug lows with ongoing growth concerns (poor auto sales not helping) US 10 yr yld -4bp to 1.6% Oil -2.1% Gold +1.1% Iron ore flat ASX futures -1.8% $ A 0.6706 with $ US index -0.1% pic.twitter.com/68pePYhUJW,0.6369
828,2019-02-11 09:31:00,0,3,"For #mining CEOs, pressure to cut carbon footprint 'growing every day'. The transition to a low-carbon economy is under way and the pressure to accelerate this transition seems to grow every day,"" the report said. #IronOre #GradeMatters #ausbiz https://www. smh.com.au/business/compa nies/for-mining-ceos-pressure-to-cut-carbon-footprint-growing-every-day-20191002-p52wri.html …""",-0.5859
829,2019-02-11 09:31:00,4,2,"Market view on TT: #ES_F , #NQ_F , #WIN , #FESX and #NK_F fell. #ZB_F , #Bunds and #JGB rose. #Gilts are lower. #Brent , #WTI , #gas , #natgas , #gasoil , #bitcoin , #DX_F , and #coffee are lower. #Gold , #silver , #copper , #palladium , #ironore , #ethereum , #JPY , #cocoa are higher. pic.twitter.com/2320a1au2o",-0.5267
830,2019-02-11 09:31:00,10,20,Good Morning US market close: Dow Jones -494 pts or -1.8% S&P 500 -52pts or 1.8% Nasdaq -123.pts or -1.5% #Gold +1.1% to US$1506/oz #Oil -2% to US$52.55/bl #ironore unch US$93.90/t 10y treasury yield 1.604% down 4bps SPI -122pts or -1.9% AUDUSD $0.6705 #ausbiz,0.5719
831,2019-02-11 09:31:00,0,1,"It’s all trees. Rivers, waterfalls, trees, Great Lakes, large bodies a fresh water - that’s going to come in handy in the coming decades. Known for their pasties. (Cornish miners brought their hand pies when they came to mine that part of the country.) Copper, iron ore .",0.8625
832,2019-02-11 09:31:00,1,1,Community company conflicts in Kenyans only large scale iron ore mine requires a rethink in research approach for visual evidence of the percived detrimental impacts of mining on land use land cover,-0.3818
887,2019-01-11 09:31:00,2,9,Macarthur seeks to return to a dual listing on ASX. Board considers an ASX listing will increase investor interest and improve trading liquidity for its Australian iron ore projects. Read full release here: https:// bit.ly/2nF6SZr #magnetite #ironore #ASX #TSX -V #OTCQB pic.twitter.com/QYT6H5pCRH,0.802
890,2019-01-11 09:31:00,0,8,"I tell you what mate, I've mined my share of Iron ore , and you cant take that away from me.",0.29600000000000004
891,2019-01-11 09:31:00,0,12,today i offended grown men by: - identifying iron ore - not knowing it was football ssn,-0.25
892,2019-01-11 09:31:00,0,1,Ready to rent Power Packs. Contact us now https:// bit.ly/2kN8b7h #MAXPlant #YourProjectPartner #ironore #mining #mineralprocessing #heavyequipment #miningequipment #miningindustry pic.twitter.com/37pz8iSCpq,0.3612
893,2019-01-11 09:31:00,0,1,"Recycling... it's a good thing. But I guess that extra 5% - 15% has to come from somewhere I kind of figured steel and iron ore manufacturing was nasty. But, notice that almost any powerplant is going to use steel. Most power plants involve the spinning of a turbine.",-0.6059
895,2019-01-11 09:31:00,0,1,"...our manufacturers from buying steel from overseas. Why are they buying from overseas? We don't have the capacity to produce the raw materials, like iron ore , for our manufacturing needs.",0.3612
896,2019-01-11 09:31:00,0,2,Gamers i cant swallow anything and if i did it feels like im swallowing an iron ore that someone tried to smelt with a smoker B( i only had 2 spoons of rice for breakfast cause of that lol,0.6486
897,2019-01-11 09:31:00,3,8,"Lol, budget surplus you promised this year turned out to be a #FakeSurplus Pinocchio Josh You’re not fooling anyone. You just go lucky with high iron ore prices and stealing money off disabled people.",0.6866
899,2019-01-11 09:31:00,1,5,Eurozone shares -1.4% US shares -1.2% on back of weaker than expected ISM US 10 yr yld -3bp to 1.64% Oil -0.2% Gold +0.5% Iron ore +0.8% to $93.9 ASX futures -1.1% $ A 0.6701 as $ US index -0.1%,0.128
900,2019-01-11 09:31:00,1,7,"Aussie market on Wed: - #SPI -75pts or -1.11% - Follows 0.82% lift on Tue - No data due - Worst day in 5 wks for US mkt - $ FMG , $ ILU , $ DOW , $ SRV pay dividends - Iron ore +0.8% - Gold +0.8% - Oil -0.74% #ausbiz",-0.1449
902,2019-01-11 09:31:00,0,1,"Sir no jobs, no electricity, no shelter, no food, ajaokuta is dead, itakpe iron Ore is decaying, delta steel is dead. No support for youth with ideas that can move the nation out of the murky waters.",-0.9559
905,2019-01-11 09:31:00,0,1,"Dude, in in OZ, our construction approvals are literally free falling with construction activity starting to walk off a cliff- RBA cutting almost every month now. Iron ore getting smoked. The USD even if they cut/qe is safer. China/Asia/EM same situation",0.6124
906,2019-01-11 09:31:00,3,16,"We're in Burns Harbor, Indiana today seeing how iron ore - transported on the Great Lakes - is processed into steel coils and plates. From there, this steel is made into products that we use every day. #ShippingMatters #GreatLakes #GreatLakesShipping #maritime #shipping pic.twitter.com/m2xxAdO1xw",0.6249
912,2019-01-11 09:31:00,1,1,Stop selling iron ore to make steel might put a dent in their progress pic.twitter.com/xTsN295liC,0.1531
915,2019-01-11 09:31:00,6,8,US market close: Dow Jones -343.79pts or -1.28% Nasdaq -90.65pts or -1.13% #Gold +1.1% to US$1489/oz #Oil -0.8% to US$53.62/bl #ironore +0.8% to US$93.90/t 10y treasury yield 1.6352% (down) SPI -78pts or -1.16% AUDUSD $0.6702 #ausbiz,0.2023
