,username,date,retweets,favorites,text,geo,mentions,hashtags,id,permalink
85,gangadhara53,2019-08-29 03:40,0,0,INTERNATIONAL CRUDE OIL PRICE & iNDIAN PETROL/DIESEL/GAS RETAIL PRICES. will the imported crude oil price which is going down be reflected in the retail prices of fossil fuel . INFLATION is direct result of RETAIL FOSSIL FUEL PRICES in INDIA and ELSEWHERE.INFLATION IS -VE GROWTH.,,,,1166963746410942464,https://twitter.com/gangadhara53/status/1166963746410942464
86,ThisLincolnian,2019-08-27 17:07,0,0,ProShares UltraPro 3x Short Crude Oil ETF $NYSEARCA:OILD Stock Price Down 1% http:// thelincolnianonline.com/?p=3023168,,,,1166442048297324546,https://twitter.com/ThisLincolnian/status/1166442048297324546
87,Nissiforexinve1,2019-08-27 06:18,0,0,"EURUSD :The price of this pair have remained below the important resistance at 1.1180 as observed yesterday. We may see a mild upside price correction before the down trend resumption. You can subscribe to our trade signal to trade this pair and other currencies, crude oil etc",,,,1166278920594952192,https://twitter.com/Nissiforexinve1/status/1166278920594952192
88,petrobazaar,2019-08-27 02:45,0,0,The world crude benchmark price index was down yesterday as the oil complex is pressed by the volatility triggered largely by the headline news from trade war and tariffs. #crudeoil #brent #wti#prices https:// lnkd.in/fF-xk_W,,,#crudeoil #brent #wti #prices,1166225143221366785,https://twitter.com/petrobazaar/status/1166225143221366785
89,WeekHerald,2019-08-23 16:00,0,0,X-Links Crude Oil Shares Covered Call ETN $ USOI Stock Price Down 2% http:// weekherald.com/?p=3823399,,,,1164975750841323521,https://twitter.com/WeekHerald/status/1164975750841323521
90,iJigneshDesai,2019-08-22 14:58,0,0,"I would dismissed the academic views! If India is consumption based economy, we are net importer, crude oil price not high, how one can justify Indian's slowdown by & on global economic slow down ? Either you eat sweets or else you have a diabetes! Juxtaposed",,,,1164597730553028609,https://twitter.com/iJigneshDesai/status/1164597730553028609
91,MeritForex,2019-08-21 07:40,0,1,"#CrudeOil price is trading towards 56.67 key resistance level. To continue,the rise has to break out and stay above 56.67.If this occurs, the next daily resistance level will be 57.88. If the pair moves down ,the support level will be 55.43. #forexnews at https:// zcu.io/rMEx pic.twitter.com/3g8rv3um6Q",,,#CrudeOil #forexnews,1164124991157260288,https://twitter.com/MeritForex/status/1164124991157260288
92,chinosshallom,2019-08-21 06:39,0,0,"what was the average price of crude oil and quantity produced under her as compare wit PMB, under PMB price of crude oil went down to as low as $28 and production went down due to the activities of the niger delta militant, so let remove sentiment and argue on fact here",,,,1164109682841149440,https://twitter.com/chinosshallom/status/1164109682841149440
93,InvestingTeam_,2019-08-20 13:13,0,0,"Oil Price Edges Lower, Volatility Rises as Jackson Hole Looms: Crude oil prices remain bogged down by global recession fears. Meanwhile, oil price volatility, which could help gauge market uncertainty and risk appetite, rises into the kickoff of Jackson Hole. #forexmarketne …",,,#forexmarketne,1163846440051007488,https://twitter.com/InvestingTeam_/status/1163846440051007488
94,gregorymckenna,2019-08-20 01:49,0,0,#Crudeoil is trying to break higher through a little down channel in #WTI and #Brent - got to break fuirst though #Gold and #Silver are rolling back to support and #copper 's price action was a real disappointment Monday pic.twitter.com/gYq9e3y1RX,,,#Crudeoil #WTI #Brent #Gold #Silver #copper,1163674514095345664,https://twitter.com/gregorymckenna/status/1163674514095345664
95,Big_Orrin,2019-08-19 20:26,0,0,Too be honest I would expect them to hold up in most refineries as the reason the margins are good is more down to the cheap price of shale crude oil rather than the margin produced by the product slate.,,,,1163593181298122754,https://twitter.com/Big_Orrin/status/1163593181298122754
96,dispatchtribune,2019-08-16 10:23,0,0,Aberdeen Standard Bloomberg WTI Crude Oil Strategy K-1 Free ETF $NYSEARCA:AOIL Stock Price Down 3.8% http:// dispatchtribunal.com/?p=2872254,,,,1162354160710356993,https://twitter.com/dispatchtribune/status/1162354160710356993
97,mesumiii,2019-08-15 23:32,0,0,@IndianOilcl for past 10-15 days the crude oil price in the range of $56-$63. As pe Dynamic price method the petrol and Diesel price is based on Crude price . When Crude was around more than $65 then petrol price was more than Rs73 now why the price not getting down ?,,@IndianOilcl,,1162190481293549568,https://twitter.com/mesumiii/status/1162190481293549568
98,PetroInnovation,2019-08-15 15:03,0,0,"RT Hart_EPMag RT JHMarkman: As #crudeoil prices are rocked, the #NGL price trend is reminiscent of early 2016, when the #oilandgasindustry was mired in a prolonged commodity price slump. Will the wobbling #economy fall down ? http:// bit.ly/2H8NxX3 pic.twitter.com/xCLMJLq7F3 """"",,,#crudeoil #NGL #oilandgasindustry #economy,1162062329652977664,https://twitter.com/PetroInnovation/status/1162062329652977664
99,RayBoaz1,2019-08-14 10:28,0,0,@DavidBrancaccio Crude oil didn’t exceed $76 in 2018. Your source claims the price is down from “$90” last fall?,,@DavidBrancaccio,,1161630800665829383,https://twitter.com/RayBoaz1/status/1161630800665829383
100,tkiman,2019-08-14 06:18,0,0,API Weekly crude oil stcok was down by 2.190 million barrels which should have sent the price up higher. EIA forecast points to a drop of 2.775 million barrels but I think that piece of information may already have been priced into yesterday's 4% rally. Let's see how it goes,,,,1161567690458312705,https://twitter.com/tkiman/status/1161567690458312705
101,realPKTO,2019-08-13 23:48,0,0,"Oil...yesterday a huge bullish candle break the 55 resistance level and reach to 57.2 resistance level and stop. Today news, guess after news price may go down ... If not just pass away, no longer chase short...wait until price show weak... #crudeoil #oil #forex #stock pic.twitter.com/pHODv54IBU",,,#crudeoil #oil #forex #stock,1161469545875292160,https://twitter.com/realPKTO/status/1161469545875292160
0,CNBCFuturesNow,2019-09-20 10:01,21,22,Crude oil ticking higher in the premarket as it looks to close out a big week of gains pic.twitter.com/xBcmoDKtCf,,,,1175032169749733377,https://twitter.com/CNBCFuturesNow/status/1175032169749733377
1,Forex_Marketz,2019-09-20 00:58,0,0,#forextrading >> Crude Oil on the Road to its Largest Weekly Gain on ME Tensions - http://www. forexmarketz.com/crude-oil-road -largest-weekly-gain-tensions/ … pic.twitter.com/PNoYg6wrxz,,,#forextrading,1174895639731113987,https://twitter.com/Forex_Marketz/status/1174895639731113987
2,Trading123Net,2019-09-18 11:42,0,0,Crude oil numbers come out pop n drop and some gains . Then reversal up and max gain hit. http://www. trading123.net pic.twitter.com/pj885TyxIR,,,,1174332781750566912,https://twitter.com/Trading123Net/status/1174332781750566912
3,fxchou,2019-09-18 10:07,2,14,Refinery. Oil refining themed strategy game. Players collect the crude oil of different quality and deploy them among four surrounding factories for refinery and storage. Exporting the oils for benefits and constructing buildings to gain scores and additional abilities. pic.twitter.com/HMQMhfCvuz,,,,1174308876256083970,https://twitter.com/fxchou/status/1174308876256083970
4,ajay3388gmailc1,2019-09-18 09:23,0,5,Decent gains before data pic.twitter.com/H7b04ggEZg,,,,1174297803301904385,https://twitter.com/ajay3388gmailc1/status/1174297803301904385
5,NaamRaam,2019-09-17 00:14,0,2,Crude Oil gains - Danger for India. A bearish trend on Nifty? Market Set-up 17th September #Nifty https:// sriramgurujala.com/crude-oil-gain s-danger-for-india-bearish-trend-on-nifty-market-set-up-17th-september-nifty/ …,,,#Nifty,1173797269260263424,https://twitter.com/NaamRaam/status/1173797269260263424
6,timworld4,2019-09-16 19:32,0,0,Price for North Sea Brent crude oil posts record 14.6% gain https:// timworld.info/price-for-nort h-sea-brent-crude-oil-posts-record-14-6-gain/ … pic.twitter.com/AvJK7NqXwP,,,,1173726387737436160,https://twitter.com/timworld4/status/1173726387737436160
7,bespokeinvest,2019-09-16 17:43,5,10,Of the 26 prior one-day gains of 10%+ for crude oil only three occurred closer to a 52-week high than today (-18%). https://www. bespokepremium.com/interactive/po sts/think-big-blog/big-days-happen-in … pic.twitter.com/iyTH9Ke99l,,,,1173699033606631426,https://twitter.com/bespokeinvest/status/1173699033606631426
8,LarryAdamRJ,2019-09-16 15:05,2,6,"Breaking Out! As #crudeoil is on pace to post its best one day gain over the past 10 years, crude oil broke out of its 1-year #downtrend . #Geopolitical risk will likely continue to support prices. pic.twitter.com/kbyP5iIBzS",,,#crudeoil #downtrend #Geopolitical,1173659170748301313,https://twitter.com/LarryAdamRJ/status/1173659170748301313
9,Trading123Net,2019-09-16 12:37,0,1,Crude oil trend change after hitting the highs. Down we go and max gain goal hit. http://www. trading123.net pic.twitter.com/ee4zCO4BtN,,,,1173622052001067011,https://twitter.com/Trading123Net/status/1173622052001067011
10,ForexLinksTools,2019-09-16 10:10,0,0,"Crude Oil Explodes Higher, CAD and JPY Gain - US Market Open http:// dlvr.it/RDC82v http:// bit.ly/TradingSignal pic.twitter.com/MEiRLfH5gn",,,,1173584970335449090,https://twitter.com/ForexLinksTools/status/1173584970335449090
11,ajay3388gmailc1,2019-09-23 11:27,0,6,Made decent gains after long time pic.twitter.com/Pt88cCSYmt,,,,1176141082339340288,https://twitter.com/ajay3388gmailc1/status/1176141082339340288
12,iNewsroom,2019-09-23 05:36,0,0,DGCX BRENT CRUDE OIL BRIEFLY TURNS NEGATIVE AFTER EARLIER GAIN OF MORE THAN 1%,,,,1176052669812789249,https://twitter.com/iNewsroom/status/1176052669812789249
13,newsfilterio,2019-09-20 21:15,0,0,"$ USO Crude oil prices ended little changed but posted their best week in three months, lifted by rising Middle East tensions and supply concerns after last weekend's attack on Saud.. https:// api.newsfilter.io/articles/crude -oil-wraps-up-biggest-weekly-gain-since-june-79d4aae212169d01b3abd626adf38c98 …",,,,1175201935097380865,https://twitter.com/newsfilterio/status/1175201935097380865
14,CrudeOilBrokers,2019-09-20 12:08,0,1,Oil heading for 7% weekly gain after Saudi attacks https:// crudeoilbrokers.blogspot.com/2019/09/oil-he ading-for-7-weekly-gain-after.html … pic.twitter.com/mPxK3kaie6,,,,1175064152781533185,https://twitter.com/CrudeOilBrokers/status/1175064152781533185
15,Bank_Risk,2019-09-19 17:35,0,0,Futures Movers: Gasoline futures rally as tropical storm floods Texas; U.S. crude oil nearly erase the day’s gain http:// dlvr.it/RDSt7g pic.twitter.com/CnGqVsmDPA,,,,1174784116304175104,https://twitter.com/Bank_Risk/status/1174784116304175104
16,renoomokri,2019-09-19 11:11,109,341,General @MBuhari is going to increase the price of fuel soon. Whatever gains they are making from the increased price of crude oil in the wake of the Saudi drone attack is lost due to the increased cost of imported fuel. And what will Nigerians do? NOTHING!!! #CowardNigeria,,@MBuhari,#CowardNigeria,1174687343598592002,https://twitter.com/renoomokri/status/1174687343598592002
17,MustoOlmez2,2019-09-16 20:49,0,0,Did you know T. Blair he has his own biggest Crude oil Refinery in Turkmenistan.. Did you know all the global bombings on innocent peple at the Airports and public places where paid by Jacob Zuma and his network Just for their own gain money laundering illegal trades glob. pic.twitter.com/EFm0XFy5GR,,,,1173745826272862208,https://twitter.com/MustoOlmez2/status/1173745826272862208
18,OG_Advisors,2019-09-16 19:42,0,0,EIA: Permian crude oil output to lead shale gains http:// dlvr.it/RDF0rx pic.twitter.com/zt5QCvkqyp,,,,1173728919729528832,https://twitter.com/OG_Advisors/status/1173728919729528832
19,TPPNewsOfficial,2019-09-16 18:41,0,0,Price for North Sea Brent crude oil posts record 14.6% gain https://www. alllotteryresult.net/price-for-nort h-sea-brent-crude-oil-posts-record-14-6-gain/ … pic.twitter.com/itu8s1Gg50,,,,1173713424561397767,https://twitter.com/TPPNewsOfficial/status/1173713424561397767
20,fuchstraders,2019-09-16 12:33,0,0,"Crude Oil Explodes Higher, CAD and JPY Gain - US Market Open https:// ift.tt/305Zl7g pic.twitter.com/O0AAOfecEc",,,,1173621036224589824,https://twitter.com/fuchstraders/status/1173621036224589824
21,IIFLMarkets,2019-09-16 03:33,0,2,Crude oil skyrockets on Saudi drone attack; posts highest intraday gain since Gulf War https://www. indiainfoline.com/article/news-t op-story/crude-oil-skyrockets-on-saudi-drone-attack-posts-highest-intraday-gain-since-gulf-war-119091600046_1.html …,,,,1173485099175669760,https://twitter.com/IIFLMarkets/status/1173485099175669760
22,Shadows83301889,2019-09-16 03:14,0,2,Ones loss can be another's gain https://www. telegraph.co.uk/business/2019/ 09/16/brent-crude-oil-prices-surge-19pc-saudi-arabia-struggles-restore/ … #ukog,,,#ukog,1173480163377668096,https://twitter.com/Shadows83301889/status/1173480163377668096
23,dubvNOW,2019-09-19 17:10,0,0,Futures Movers: Gasoline futures rally as tropical storm floods Texas; U.S. crude oil nearly erase the day’s gain http://www. marketwatch.com/news/story.asp ?guid=%7B066475A6-DAD6-11E9-B3F8-84F0D56DB878%7D&siteid=rss&rss=1 … pic.twitter.com/pij1wcDYes,,,,1174777699870679042,https://twitter.com/dubvNOW/status/1174777699870679042
24,DavidCheetham3,2019-09-17 05:07,1,5,"USDNOK is one FX pair to have on the radar after the huge gains seen in crude oil and with both the Fed and Norges Bank rate decisions in the coming days. Fed expected to cut, Norges to hike. Head and Shoulders potentially forming although some subjectivity as to the neckline pic.twitter.com/H7PZQhVUhL",,,,1173871002834624514,https://twitter.com/DavidCheetham3/status/1173871002834624514
25,thenews_intl,2019-09-17 02:36,3,3,Price for North #Sea Brent crude #oil posts record 14.6% gain Read more: http:// bit.ly/2lXNvcO #TheNews https:// cards.twitter.com/cards/18ce53xc ndd/81zss …,,,#Sea #oil #TheNews,1173832969406033920,https://twitter.com/thenews_intl/status/1173832969406033920
26,Sentifi_AU,2019-09-17 01:42,0,0,Asia stocks mixed as #CrudeOil shock mulled; bonds gain #stockmarket https:// bloom.bg/303wL6E pic.twitter.com/M9tUZ5324F,,,#CrudeOil #stockmarket,1173819371145314304,https://twitter.com/Sentifi_AU/status/1173819371145314304
27,MasterEnergyRSS,2019-09-17 00:37,0,0,EIA: Permian crude oil output to lead shale gains https:// goo.gl/fb/ZPK1bS #MasterEnergy #eceincoming,,,#MasterEnergy #eceincoming,1173803064106594304,https://twitter.com/MasterEnergyRSS/status/1173803064106594304
28,TradersInfoCen,2019-09-16 23:05,0,0,"Crude Oil Explodes Higher, CAD and JPY Gain - US Market Open http:// dlvr.it/RDFP6Z pic.twitter.com/9QeNWCANOX",,,,1173779869357920261,https://twitter.com/TradersInfoCen/status/1173779869357920261
29,wealthytiffany,2019-09-16 15:27,0,0,"Weak Hands Could Limit Energy Upside After Drone Attack A crude oil shock has sent energy futures and funds higher, but a large supply of dumb money could limit gains . http:// bit.ly/34QjvS6 pic.twitter.com/0X0npmv5i3",,,,1173664635268030465,https://twitter.com/wealthytiffany/status/1173664635268030465
30,DailyFXTeam,2019-09-16 14:08,1,1,"Crude oil is pressing to intraday highs above $62.50, extending earlier gains #OOTT #CrudeOil pic.twitter.com/Q2fTDNoNjN",,,#OOTT #CrudeOil,1173644873611784192,https://twitter.com/DailyFXTeam/status/1173644873611784192
31,Trading123Net,2019-09-16 13:26,0,1,"Crude oil peaks at high we start the autotrader. Trend change and some selling. Reversal up, and some gains we take them as Market slows down. http://www. trading123.net pic.twitter.com/s7qXxeTlSF",,,,1173634394088706048,https://twitter.com/Trading123Net/status/1173634394088706048
32,SStapczynski,2019-09-15 21:46,1,5,"Brunt crude oil futures jumped as much as $11.73 a barrel to $71.95 as the market opened Monday in Asia, the biggest advance in dollar-terms since futures started trading in 1988. It rose as much as 19.5%, the biggest gain in percentage terms since 1991. pic.twitter.com/oGZaulLAVF",,,,1173397800375046144,https://twitter.com/SStapczynski/status/1173397800375046144
33,DesireVibe,2019-09-16 18:18,0,0,"#RT @WSJ : #WSJWhatsNow : U.S. crude oil futures ended the day 15% higher, their largest one-day gain in more than a decade pic.twitter.com/TW2VEXeeKl",,@WSJ,#RT #WSJWhatsNow,1173707792408076288,https://twitter.com/DesireVibe/status/1173707792408076288
34,ezints,2019-09-16 15:54,2,3,"BRENT CRUDE OIL FUTURES END THE SESSION UP 14.6%, LARGEST ONE-DAY PERCENTAGE GAIN SINCE AT LEAST 1988",,,,1173671584059596806,https://twitter.com/ezints/status/1173671584059596806
35,FXTrendTrader1,2019-09-16 10:15,0,0,"Crude Oil Explodes Higher, CAD and JPY Gain - US Market Open http:// dlvr.it/RDC98V http:// bit.ly/fxrebate1 pic.twitter.com/cnPN59ls2e",,,,1173586091951046657,https://twitter.com/FXTrendTrader1/status/1173586091951046657
36,PlattsOil,2019-09-16 06:29,2,2,#Crudeoil price gains ease ahead of European trading in London as traders look beyond the immediate shock from the loss of half of #SaudiArabia 's crude production in Saturday's attacks on key oil facilities | http:// plts.co/RSel50wb93y | #OOTT pic.twitter.com/wVQcjS8zf3,,,#Crudeoil #SaudiArabia #OOTT,1173529446189604864,https://twitter.com/PlattsOil/status/1173529446189604864
37,Trading123Net,2019-09-15 22:09,0,2,Crude oil we reset the strategy and up the goal as the market is moving on the news with bigger ranges. Trend change sell off-targets hit. Reversal up and max gain goal hit. Monday should be full of action. http://www. trading123.net pic.twitter.com/q1B9eupwv2,,,,1173403522139938817,https://twitter.com/Trading123Net/status/1173403522139938817
38,dhavalpatel52,2019-09-15 21:38,2,2,"#Breaking #brentcrude price SOARS on the open post Saudi attack, hitting as much as $71.95 or 19.48% gain . #SaudiAramco #saudiarab #Crude #CrudeOil #Commodities #commoditytoday #gold #nifty #NSE #BSE #banknifty #bankniftyfuture pic.twitter.com/rdDoh9fKms",,,#Breaking #brentcrude #SaudiAramco #saudiarab #Crude #CrudeOil #Commodities #commoditytoday #gold #nifty #NSE #BSE #banknifty #bankniftyfuture,1173395823326986240,https://twitter.com/dhavalpatel52/status/1173395823326986240
39,GregMannarino,2019-09-09 16:09,3,45,"NOW. Crude oil up over 2.5%. This is pushing up gains in the entire energy sector, and financial sector as well.. both over 1.75% each respectively.",,,,1171138544678518785,https://twitter.com/GregMannarino/status/1171138544678518785
40,danielhynes,2019-09-08 20:47,3,3,"Commodities Wrap, 9 Sep: Crude oil prices gain amid another fall in US drilling activity https://www. linkedin.com/pulse/crude-oi l-prices-gain-amid-another-fall-us-drilling-activity-hynes … @ANZ_Research @ANZ_bluenotes pic.twitter.com/HvxsXMLfuA",,@ANZ_Research @ANZ_bluenotes,,1170846116096557058,https://twitter.com/danielhynes/status/1170846116096557058
41,SonghaiAdvisory,2019-09-06 13:07,2,2,Reports say JV partners are pulling out of deal to build the East African Crude Oil Pipeline (EACOP) for transporting Ugandan export via Tanzania. This follows a capital gains tax dispute in Uganda. Presidents of both countries met today to re-strategize. https://www. thecitizen.co.tz/news/Total-sus pends-East-Africa-Crude-oil-pipeline-deal-/1840340-5261976-knclla/index.html …,,,,1170005602841583616,https://twitter.com/SonghaiAdvisory/status/1170005602841583616
42,AlmanacTrader,2019-09-05 18:36,5,10,"Crude oil seasonal slump coming soon - Seasonally speaking, crude oil tends to make significant price gains in the summer, as vacationers and the annual trek of students returning to college in August creates increased demand for unleaded... https:// tmblr.co/Z8nF6q2ke-GHQ",,,,1169726041457401856,https://twitter.com/AlmanacTrader/status/1169726041457401856
43,aeberman12,2019-09-05 09:41,2,5,U.S. Gulf Coast crack spreads fell another -$0.34 to $8.34 on September 4 as LLS price increase more than offset gains in gasoline & diesel prices. Crack spread has fallen -$9.47 (-53%) since last Wednesday. #OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC pic.twitter.com/TQifAOcPs0,,,#OOTT #oilandgas #oil #WTI #CrudeOil #fintwit #OPEC,1169591325269868544,https://twitter.com/aeberman12/status/1169591325269868544
44,TeslaTraderCo,2019-09-05 01:47,1,3," Crude Oil Prices May Struggle to Sustain Gains on Inventory Data"" https:// ift.tt/2Uwk9Qb""",,,,1169472186899456000,https://twitter.com/TeslaTraderCo/status/1169472186899456000
45,PlattsOil,2019-09-05 00:36,5,4,"Crude oil futures: Brent, NYMEX futures sustain overnight gains , looks to EIA data | http:// plts.co/wlsZ50vX9Np Brent/Dubai EFS continues climb to 3-month high | http:// plts.co/M8oz50vX9No pic.twitter.com/NG4LYbnzCt",,,,1169454205612040192,https://twitter.com/PlattsOil/status/1169454205612040192
46,kiran8484,2019-08-30 12:00,3,9,"#convergemeet @marketcalls_ @aniruddha4tew Converge2019 helped me to gain lots of knowledge, with #orderflow traded #crudeoil & got the decent profits... Thanks to @aniruddha4tew @marketcalls_ pic.twitter.com/phOD0Be7LP",,@marketcalls_ @aniruddha4tew @aniruddha4tew @marketcalls_,#convergemeet #orderflow #crudeoil,1167451962951888896,https://twitter.com/kiran8484/status/1167451962951888896
47,CNBCTV18News,2019-08-29 01:41,4,4,#commodities | #Crude #oil prices gain 2% overnight; #Gold falls 0.2% overnight & Japanese #yen slips Vs #US #dollar . @Manisha3005 gives a roundup of all the #commodity & #currency #market action #OPEC #OOTT pic.twitter.com/5fzp86RHvx,,@Manisha3005,#commodities #Crude #oil #Gold #yen #US #dollar #commodity #currency #market #OPEC #OOTT,1166933822497144832,https://twitter.com/CNBCTV18News/status/1166933822497144832
48,RichDvorakFX,2019-08-28 10:26,0,3,$ CL_F : Crude #oil surging following yesterday’s API inventory report which showed a surprise 11 million barrel drawdown in US stockpiles. The #commodity is testing downtrend resistance and today’s gain could provide an opportunity for bears if upside proves short lived $ USO #oott pic.twitter.com/CgWm9swPDL,,,#oil #commodity #oott,1166703504976678914,https://twitter.com/RichDvorakFX/status/1166703504976678914
49,Mojo_FF,2019-08-27 22:23,0,2,"Praetorium Cid voice acting is very possibly the absolute worst thing about #FFXIV . It goes through a Deep South USA chewing on crude oil , to Austin Powers in a blender, and ends on a broken The Terminator emulating John Lennon to try and gain access to your credit card.",,,#FFXIV,1166521545663111168,https://twitter.com/Mojo_FF/status/1166521545663111168
50,ForexLive,2019-08-27 15:38,1,8,Crude oil futures end with sharp gains . Settle at $54.93. https://www. forexlive.com/technical-anal ysis/!/crude-oil-futures-end-with-sharp-gains-settle-at-5493-20190827 …,,,,1166419814258225153,https://twitter.com/ForexLive/status/1166419814258225153
51,BrynneKKelly,2019-08-26 15:53,1,12,"Oil prices go up, alternative fuels gain interest. Oil prices go down, alternative fuel ideas go back on the shelf.... #Crudeoil #OOTT pic.twitter.com/xyzroZsB0B",,,#Crudeoil #OOTT,1166061045447897090,https://twitter.com/BrynneKKelly/status/1166061045447897090
52,FinPlanKaluAja1,2019-08-26 03:25,1,4,"Yen is falling... A great opportunity for Africa nations with Chinese loans to pay back. Nigeria earns $ from crude oil sales so technically if Nigeria buys back those loans or hedges them, Nigeria gains ... https:// twitter.com/fion_li/status /1165811912954671104 …",,,,1165872780883030016,https://twitter.com/FinPlanKaluAja1/status/1165872780883030016
53,Neha_1007,2019-08-18 23:23,1,11,"Crude oil prices rose on Monday following a weekend attack on a Saudi oil facility by Yemeni separatists, although price gains were capped by an unusually downbeat OPEC report that stoked concerns about demand growth. Brent crude was up 0.8%, at $59.09/bbl at 0035 GMT. #Brent",,,#Brent,1163275249804181505,https://twitter.com/Neha_1007/status/1163275249804181505
54,JackDamn,2019-08-18 19:34,0,3,"After about a 1/2 hour of trading, Sunday night equity futures a positive. Let's see if they can hold those gains into tomorrow's open. Crude Oil up at bit, Gold down a bit. $ SPY #StockMarket pic.twitter.com/QJsL7lz2DF",,,#StockMarket,1163217751378407430,https://twitter.com/JackDamn/status/1163217751378407430
55,business,2019-08-14 22:56,20,25,-Asian equities declined over 1% after S&P 500 tumbles nearly 3% -Treasuries extended gains after 10-year rate slid below the two-year -Bonds climbed in Australia and New Zealand - Crude oil extended losses and gold edged higher The latest in markets http:// bloom.bg/31AVvju,,,,1161818923056140288,https://twitter.com/business/status/1161818923056140288
56,phsu54,2019-08-14 10:09,1,1,. @BGOV Chart of the Day - Market awaits official data Wednesday after API report showed gain #ChartoftheDay #Energy #Oil #oilprice #Supply #Demand #Inventory #Production #WTI #BrentCrude #CrudeOil #OPEC #pipelines #China #tradewar #Commodities #NYMEX #OOTT #whitehouse #Trump pic.twitter.com/lanGapAGPA,,@BGOV,#ChartoftheDay #Energy #Oil #oilprice #Supply #Demand #Inventory #Production #WTI #BrentCrude #CrudeOil #OPEC #pipelines #China #tradewar #Commodities #NYMEX #OOTT #whitehouse #Trump,1161625781015105536,https://twitter.com/phsu54/status/1161625781015105536
57,Neha_1007,2019-08-14 00:50,2,12,"Oil prices fell on Wednesday after industry data showed U.S. crude inventories unexpectedly rose last week, erasing some gains from the last session that were stoked after Washington said it would delay tariffs on some Chinese goods. #commodities #CrudeOil",,,#commodities #CrudeOil,1161485240625487872,https://twitter.com/Neha_1007/status/1161485240625487872
58,ASh27000,2019-08-13 01:50,2,1,Oil Holds Gains as U.S. Crude Stockpiles Set to Resume Decline. #opec #Saudi #shale #Geopolitics #fintwit #WTI #CrudeOil #crude #Brent #Oil #oilandgas #OOTT https://www. bloomberg.com/news/articles/ 2019-08-12/oil-steadies-after-solid-aramco-result-offsets-demand-concerns … via @markets,,@markets,#opec #Saudi #shale #Geopolitics #fintwit #WTI #CrudeOil #crude #Brent #Oil #oilandgas #OOTT,1161137848818515968,https://twitter.com/ASh27000/status/1161137848818515968
59,muralikumarje,2019-08-12 23:20,0,0,"Crude Oil : Oil prices edged lower on Tuesday, offsetting narrow gains in the previous session, on the expectation major producers would continue to reduce global supplies due to a slowing economic growth outlook.",,,,1161100161935785985,https://twitter.com/muralikumarje/status/1161100161935785985
0,Investingcom,2019-09-15 07:45,33,42,"Oil set to jump after Saudi attack Fed set to cut rates again Central bank ‘Super Thursday’ Trade hopes Economic data, earnings https://www. investing.com/news/economy/e conomic-calendar--top-5-things-to-watch-this-week-1978166 …",,,,1173185963763339265,https://twitter.com/Investingcom/status/1173185963763339265
1,Investingcom,2019-09-12 05:05,3,2,Read more about the life of the 'Oracle of oil ' here... https://www. investing.com/news/commoditi es-news/oracle-of-oil-t-boone-pickens-dies-at-91-1975856 …,,,,1172058524471517184,https://twitter.com/Investingcom/status/1172058524471517184
2,Investingcom,2019-09-12 05:05,13,35,"T. Boone Pickens, a celebrated corporate raider and energy industry magnate who built an empire out of an initial $2,500 investment, died on Wednesday at age 91. Here's a couple of his quotes that we enjoyed so we thought we'd share them with you. RIP. #TBoonePickens #Oil #OOTT pic.twitter.com/s0cG0ZcaIp",,,#TBoonePickens #Oil #OOTT,1172058521292201984,https://twitter.com/Investingcom/status/1172058521292201984
3,Investingcom,2019-09-09 11:16,5,3,Here's what commodity traders need to know this week: https:// invst.ly/c5-gm #Commodities #Comodity #Oil #WTI #OOTT #OPEC #Shale #ECB @barani_krishnan pic.twitter.com/d5sljBsxUF,,@barani_krishnan,#Commodities #Comodity #Oil #WTI #OOTT #OPEC #Shale #ECB,1171064741751664640,https://twitter.com/Investingcom/status/1171064741751664640
4,Investingcom,2019-09-09 08:46,9,19,"#AnotherDayAnotherShekel Our Senior Analyst @JesseCohenInv gives us his 5 things to watch in the markets this Monday, including: - #Futures Edge Higher - China Exports Slump - Stimulus Hopes - New Saudi Oil Minister - #Brexit Headlines $ DIA $ SPY $ SPX $ ES_F $ QQQ $ NQ_F $ IWM $ VIX pic.twitter.com/mTrOTOUkDU",,@JesseCohenInv,#AnotherDayAnotherShekel #Futures #Brexit,1171027124939055107,https://twitter.com/Investingcom/status/1171027124939055107
5,Investingcom,2019-09-07 15:19,6,8,Here's what you need to know about the upcoming Joint Ministerial Monitoring Committee (JMMC)... https:// invst.ly/c0nby #Oil #OPEC #Commodities #JMCC @EnergzdEconomy pic.twitter.com/PPZBFa4f1z,,@EnergzdEconomy,#Oil #OPEC #Commodities #JMCC,1170401134378397702,https://twitter.com/Investingcom/status/1170401134378397702
6,Investingcom,2019-09-03 07:31,14,10,Sterling tumbles to 3-year low on political turmoil Wall Street set to reopen lower Oil falls as Hurricane Dorian aims at east coast For more news and to see and click the link below... https://www. investing.com/news/economy/t op-5-things-to-know-in-the-market-on-tuesday-1968751 …,,,,1168833779902885889,https://twitter.com/Investingcom/status/1168833779902885889
